Date,District,Pulse,Price_per_kg
2023-04-01,Eluru,Toor Dal,128.0
2023-04-01,Eluru,Moong Dal,116.04
2023-04-01,Eluru,Urad Dal,119.01
2023-04-01,Eluru,Chana Dal,94.51
2023-04-01,Eluru,Masoor Dal,90.73
2023-04-01,Eluru,Horse Gram,74.17
2023-04-01,Eluru,Rajma,146.29
2023-04-01,Eluru,Lobia,103.4
2023-04-01,Eluru,Field Pea,78.59
2023-04-01,Eluru,Moth Bean,109.41
2023-04-01,Eluru,Cowpea,89.8
2023-04-01,Eluru,Cluster Bean,114.55
2023-04-01,Eluru,Rice Bean,109.78
2023-04-01,Eluru,Winged Bean,127.17
2023-04-01,Eluru,Hyacinth Bean,117.23
2023-04-01,Palnadu,Toor Dal,114.78
2023-04-01,Palnadu,Moong Dal,116.24
2023-04-01,Palnadu,Urad Dal,107.2
2023-04-01,Palnadu,Chana Dal,80.63
2023-04-01,Palnadu,Masoor Dal,80.41
2023-04-01,Palnadu,Horse Gram,70.42
2023-04-01,Palnadu,Rajma,133.66
2023-04-01,Palnadu,Lobia,87.37
2023-04-01,Palnadu,Field Pea,77.19
2023-04-01,Palnadu,Moth Bean,102.13
2023-04-01,Palnadu,Cowpea,97.62
2023-04-01,Palnadu,Cluster Bean,102.24
2023-04-01,Palnadu,Rice Bean,103.71
2023-04-01,Palnadu,Winged Bean,120.65
2023-04-01,Palnadu,Hyacinth Bean,98.73
2023-04-01,Tirupati,Toor Dal,139.38
2023-04-01,Tirupati,Moong Dal,124.86
2023-04-01,Tirupati,Urad Dal,133.79
2023-04-01,Tirupati,Chana Dal,89.28
2023-04-01,Tirupati,Masoor Dal,97.52
2023-04-01,Tirupati,Horse Gram,84.14
2023-04-01,Tirupati,Rajma,147.1
2023-04-01,Tirupati,Lobia,108.14
2023-04-01,Tirupati,Field Pea,82.3
2023-04-01,Tirupati,Moth Bean,116.82
2023-04-01,Tirupati,Cowpea,102.09
2023-04-01,Tirupati,Cluster Bean,119.84
2023-04-01,Tirupati,Rice Bean,119.45
2023-04-01,Tirupati,Winged Bean,137.97
2023-04-01,Tirupati,Hyacinth Bean,118.87
2023-04-01,NTR,Toor Dal,130.3
2023-04-01,NTR,Moong Dal,125.88
2023-04-01,NTR,Urad Dal,123.01
2023-04-01,NTR,Chana Dal,92.0
2023-04-01,NTR,Masoor Dal,97.0
2023-04-01,NTR,Horse Gram,91.35
2023-04-01,NTR,Rajma,147.13
2023-04-01,NTR,Lobia,109.09
2023-04-01,NTR,Field Pea,94.87
2023-04-01,NTR,Moth Bean,105.53
2023-04-01,NTR,Cowpea,99.47
2023-04-01,NTR,Cluster Bean,115.84
2023-04-01,NTR,Rice Bean,119.05
2023-04-01,NTR,Winged Bean,129.87
2023-04-01,NTR,Hyacinth Bean,111.86
2023-04-01,Konaseema,Toor Dal,131.98
2023-04-01,Konaseema,Moong Dal,120.04
2023-04-01,Konaseema,Urad Dal,119.06
2023-04-01,Konaseema,Chana Dal,97.0
2023-04-01,Konaseema,Masoor Dal,90.09
2023-04-01,Konaseema,Horse Gram,79.97
2023-04-01,Konaseema,Rajma,137.06
2023-04-01,Konaseema,Lobia,106.09
2023-04-01,Konaseema,Field Pea,81.43
2023-04-01,Konaseema,Moth Bean,112.36
2023-04-01,Konaseema,Cowpea,103.04
2023-04-01,Konaseema,Cluster Bean,121.76
2023-04-01,Konaseema,Rice Bean,113.47
2023-04-01,Konaseema,Winged Bean,134.86
2023-04-01,Konaseema,Hyacinth Bean,110.52
2023-04-01,Kakinada,Toor Dal,121.6
2023-04-01,Kakinada,Moong Dal,111.97
2023-04-01,Kakinada,Urad Dal,110.13
2023-04-01,Kakinada,Chana Dal,87.67
2023-04-01,Kakinada,Masoor Dal,82.65
2023-04-01,Kakinada,Horse Gram,69.75
2023-04-01,Kakinada,Rajma,127.03
2023-04-01,Kakinada,Lobia,99.41
2023-04-01,Kakinada,Field Pea,77.71
2023-04-01,Kakinada,Moth Bean,95.39
2023-04-01,Kakinada,Cowpea,89.8
2023-04-01,Kakinada,Cluster Bean,104.75
2023-04-01,Kakinada,Rice Bean,95.58
2023-04-01,Kakinada,Winged Bean,113.33
2023-04-01,Kakinada,Hyacinth Bean,99.92
2023-04-01,Alluri Sitharama Raju,Toor Dal,130.74
2023-04-01,Alluri Sitharama Raju,Moong Dal,119.37
2023-04-01,Alluri Sitharama Raju,Urad Dal,115.25
2023-04-01,Alluri Sitharama Raju,Chana Dal,91.65
2023-04-01,Alluri Sitharama Raju,Masoor Dal,89.99
2023-04-01,Alluri Sitharama Raju,Horse Gram,80.73
2023-04-01,Alluri Sitharama Raju,Rajma,142.03
2023-04-01,Alluri Sitharama Raju,Lobia,110.02
2023-04-01,Alluri Sitharama Raju,Field Pea,88.12
2023-04-01,Alluri Sitharama Raju,Moth Bean,109.4
2023-04-01,Alluri Sitharama Raju,Cowpea,95.28
2023-04-01,Alluri Sitharama Raju,Cluster Bean,116.19
2023-04-01,Alluri Sitharama Raju,Rice Bean,106.32
2023-04-01,Alluri Sitharama Raju,Winged Bean,124.85
2023-04-01,Alluri Sitharama Raju,Hyacinth Bean,121.67
2023-04-01,Sri Sathya Sai,Toor Dal,132.76
2023-04-01,Sri Sathya Sai,Moong Dal,117.5
2023-04-01,Sri Sathya Sai,Urad Dal,116.35
2023-04-01,Sri Sathya Sai,Chana Dal,86.57
2023-04-01,Sri Sathya Sai,Masoor Dal,79.95
2023-04-01,Sri Sathya Sai,Horse Gram,73.65
2023-04-01,Sri Sathya Sai,Rajma,135.6
2023-04-01,Sri Sathya Sai,Lobia,104.71
2023-04-01,Sri Sathya Sai,Field Pea,86.12
2023-04-01,Sri Sathya Sai,Moth Bean,99.33
2023-04-01,Sri Sathya Sai,Cowpea,101.8
2023-04-01,Sri Sathya Sai,Cluster Bean,113.05
2023-04-01,Sri Sathya Sai,Rice Bean,109.6
2023-04-01,Sri Sathya Sai,Winged Bean,135.48
2023-04-01,Sri Sathya Sai,Hyacinth Bean,115.38
2023-04-01,Annamayya,Toor Dal,134.91
2023-04-01,Annamayya,Moong Dal,124.8
2023-04-01,Annamayya,Urad Dal,126.67
2023-04-01,Annamayya,Chana Dal,90.02
2023-04-01,Annamayya,Masoor Dal,84.64
2023-04-01,Annamayya,Horse Gram,81.77
2023-04-01,Annamayya,Rajma,147.81
2023-04-01,Annamayya,Lobia,101.13
2023-04-01,Annamayya,Field Pea,81.06
2023-04-01,Annamayya,Moth Bean,106.94
2023-04-01,Annamayya,Cowpea,97.61
2023-04-01,Annamayya,Cluster Bean,113.51
2023-04-01,Annamayya,Rice Bean,107.3
2023-04-01,Annamayya,Winged Bean,131.75
2023-04-01,Annamayya,Hyacinth Bean,115.57
2023-05-01,Anantapur,Toor Dal,133.86
2023-05-01,Anantapur,Moong Dal,118.92
2023-05-01,Anantapur,Urad Dal,117.14
2023-05-01,Anantapur,Chana Dal,94.46
2023-05-01,Anantapur,Masoor Dal,94.76
2023-05-01,Anantapur,Horse Gram,75.46
2023-05-01,Anantapur,Rajma,143.18
2023-05-01,Anantapur,Lobia,108.86
2023-05-01,Anantapur,Field Pea,94.39
2023-05-01,Anantapur,Moth Bean,107.16
2023-05-01,Anantapur,Cowpea,103.74
2023-05-01,Anantapur,Cluster Bean,119.07
2023-05-01,Anantapur,Rice Bean,100.19
2023-05-01,Anantapur,Winged Bean,130.29
2023-05-01,Anantapur,Hyacinth Bean,117.29
2023-05-01,Chittoor,Toor Dal,133.49
2023-05-01,Chittoor,Moong Dal,126.47
2023-05-01,Chittoor,Urad Dal,111.38
2023-05-01,Chittoor,Chana Dal,90.78
2023-05-01,Chittoor,Masoor Dal,91.01
2023-05-01,Chittoor,Horse Gram,71.28
2023-05-01,Chittoor,Rajma,130.21
2023-05-01,Chittoor,Lobia,102.54
2023-05-01,Chittoor,Field Pea,83.53
2023-05-01,Chittoor,Moth Bean,110.72
2023-05-01,Chittoor,Cowpea,102.49
2023-05-01,Chittoor,Cluster Bean,115.98
2023-05-01,Chittoor,Rice Bean,100.22
2023-05-01,Chittoor,Winged Bean,124.93
2023-05-01,Chittoor,Hyacinth Bean,104.31
2023-05-01,East Godavari,Toor Dal,129.05
2023-05-01,East Godavari,Moong Dal,126.33
2023-05-01,East Godavari,Urad Dal,105.41
2023-05-01,East Godavari,Chana Dal,91.99
2023-05-01,East Godavari,Masoor Dal,81.29
2023-05-01,East Godavari,Horse Gram,76.14
2023-05-01,East Godavari,Rajma,132.98
2023-05-01,East Godavari,Lobia,101.85
2023-05-01,East Godavari,Field Pea,80.32
2023-05-01,East Godavari,Moth Bean,98.54
2023-05-01,East Godavari,Cowpea,97.86
2023-05-01,East Godavari,Cluster Bean,103.19
2023-05-01,East Godavari,Rice Bean,99.25
2023-05-01,East Godavari,Winged Bean,125.93
2023-05-01,East Godavari,Hyacinth Bean,106.33
2023-05-01,Guntur,Toor Dal,120.23
2023-05-01,Guntur,Moong Dal,106.13
2023-05-01,Guntur,Urad Dal,99.58
2023-05-01,Guntur,Chana Dal,88.61
2023-05-01,Guntur,Masoor Dal,74.82
2023-05-01,Guntur,Horse Gram,75.07
2023-05-01,Guntur,Rajma,122.89
2023-05-01,Guntur,Lobia,94.23
2023-05-01,Guntur,Field Pea,67.76
2023-05-01,Guntur,Moth Bean,104.0
2023-05-01,Guntur,Cowpea,86.21
2023-05-01,Guntur,Cluster Bean,103.26
2023-05-01,Guntur,Rice Bean,94.29
2023-05-01,Guntur,Winged Bean,119.07
2023-05-01,Guntur,Hyacinth Bean,101.19
2023-05-01,Krishna,Toor Dal,119.05
2023-05-01,Krishna,Moong Dal,106.14
2023-05-01,Krishna,Urad Dal,110.93
2023-05-01,Krishna,Chana Dal,83.3
2023-05-01,Krishna,Masoor Dal,78.83
2023-05-01,Krishna,Horse Gram,77.53
2023-05-01,Krishna,Rajma,129.19
2023-05-01,Krishna,Lobia,85.93
2023-05-01,Krishna,Field Pea,71.93
2023-05-01,Krishna,Moth Bean,90.92
2023-05-01,Krishna,Cowpea,91.95
2023-05-01,Krishna,Cluster Bean,105.9
2023-05-01,Krishna,Rice Bean,99.46
2023-05-01,Krishna,Winged Bean,117.99
2023-05-01,Krishna,Hyacinth Bean,102.4
2023-05-01,Kurnool,Toor Dal,128.28
2023-05-01,Kurnool,Moong Dal,124.0
2023-05-01,Kurnool,Urad Dal,115.06
2023-05-01,Kurnool,Chana Dal,88.72
2023-05-01,Kurnool,Masoor Dal,86.35
2023-05-01,Kurnool,Horse Gram,80.83
2023-05-01,Kurnool,Rajma,133.61
2023-05-01,Kurnool,Lobia,99.19
2023-05-01,Kurnool,Field Pea,87.76
2023-05-01,Kurnool,Moth Bean,114.61
2023-05-01,Kurnool,Cowpea,95.9
2023-05-01,Kurnool,Cluster Bean,111.36
2023-05-01,Kurnool,Rice Bean,100.96
2023-05-01,Kurnool,Winged Bean,132.21
2023-05-01,Kurnool,Hyacinth Bean,108.19
2023-05-01,Prakasam,Toor Dal,119.95
2023-05-01,Prakasam,Moong Dal,107.01
2023-05-01,Prakasam,Urad Dal,113.55
2023-05-01,Prakasam,Chana Dal,87.07
2023-05-01,Prakasam,Masoor Dal,89.67
2023-05-01,Prakasam,Horse Gram,66.74
2023-05-01,Prakasam,Rajma,130.03
2023-05-01,Prakasam,Lobia,101.78
2023-05-01,Prakasam,Field Pea,84.78
2023-05-01,Prakasam,Moth Bean,103.35
2023-05-01,Prakasam,Cowpea,90.62
2023-05-01,Prakasam,Cluster Bean,113.4
2023-05-01,Prakasam,Rice Bean,98.88
2023-05-01,Prakasam,Winged Bean,114.05
2023-05-01,Prakasam,Hyacinth Bean,104.99
2023-05-01,SPSR Nellore,Toor Dal,118.83
2023-05-01,SPSR Nellore,Moong Dal,115.09
2023-05-01,SPSR Nellore,Urad Dal,118.11
2023-05-01,SPSR Nellore,Chana Dal,90.06
2023-05-01,SPSR Nellore,Masoor Dal,81.32
2023-05-01,SPSR Nellore,Horse Gram,66.24
2023-05-01,SPSR Nellore,Rajma,137.12
2023-05-01,SPSR Nellore,Lobia,95.4
2023-05-01,SPSR Nellore,Field Pea,80.0
2023-05-01,SPSR Nellore,Moth Bean,103.82
2023-05-01,SPSR Nellore,Cowpea,93.97
2023-05-01,SPSR Nellore,Cluster Bean,101.65
2023-05-01,SPSR Nellore,Rice Bean,104.1
2023-05-01,SPSR Nellore,Winged Bean,119.62
2023-05-01,SPSR Nellore,Hyacinth Bean,108.76
2023-05-01,Srikakulam,Toor Dal,109.56
2023-05-01,Srikakulam,Moong Dal,109.05
2023-05-01,Srikakulam,Urad Dal,111.15
2023-05-01,Srikakulam,Chana Dal,89.92
2023-05-01,Srikakulam,Masoor Dal,76.04
2023-05-01,Srikakulam,Horse Gram,61.39
2023-05-01,Srikakulam,Rajma,117.48
2023-05-01,Srikakulam,Lobia,96.8
2023-05-01,Srikakulam,Field Pea,76.52
2023-05-01,Srikakulam,Moth Bean,91.13
2023-05-01,Srikakulam,Cowpea,89.75
2023-05-01,Srikakulam,Cluster Bean,102.02
2023-05-01,Srikakulam,Rice Bean,89.46
2023-05-01,Srikakulam,Winged Bean,110.65
2023-05-01,Srikakulam,Hyacinth Bean,89.67
2023-05-01,Visakhapatnam,Toor Dal,119.4
2023-05-01,Visakhapatnam,Moong Dal,118.36
2023-05-01,Visakhapatnam,Urad Dal,109.67
2023-05-01,Visakhapatnam,Chana Dal,94.93
2023-05-01,Visakhapatnam,Masoor Dal,81.77
2023-05-01,Visakhapatnam,Horse Gram,71.35
2023-05-01,Visakhapatnam,Rajma,133.76
2023-05-01,Visakhapatnam,Lobia,99.09
2023-05-01,Visakhapatnam,Field Pea,84.06
2023-05-01,Visakhapatnam,Moth Bean,100.18
2023-05-01,Visakhapatnam,Cowpea,97.08
2023-05-01,Visakhapatnam,Cluster Bean,109.76
2023-05-01,Visakhapatnam,Rice Bean,96.47
2023-05-01,Visakhapatnam,Winged Bean,130.42
2023-05-01,Visakhapatnam,Hyacinth Bean,96.48
2023-05-01,Vizianagaram,Toor Dal,132.28
2023-05-01,Vizianagaram,Moong Dal,128.82
2023-05-01,Vizianagaram,Urad Dal,117.39
2023-05-01,Vizianagaram,Chana Dal,93.12
2023-05-01,Vizianagaram,Masoor Dal,91.38
2023-05-01,Vizianagaram,Horse Gram,79.57
2023-05-01,Vizianagaram,Rajma,138.35
2023-05-01,Vizianagaram,Lobia,111.59
2023-05-01,Vizianagaram,Field Pea,90.85
2023-05-01,Vizianagaram,Moth Bean,115.21
2023-05-01,Vizianagaram,Cowpea,91.69
2023-05-01,Vizianagaram,Cluster Bean,121.87
2023-05-01,Vizianagaram,Rice Bean,112.39
2023-05-01,Vizianagaram,Winged Bean,130.49
2023-05-01,Vizianagaram,Hyacinth Bean,117.16
2023-05-01,West Godavari,Toor Dal,124.78
2023-05-01,West Godavari,Moong Dal,110.93
2023-05-01,West Godavari,Urad Dal,109.27
2023-05-01,West Godavari,Chana Dal,93.37
2023-05-01,West Godavari,Masoor Dal,81.93
2023-05-01,West Godavari,Horse Gram,74.72
2023-05-01,West Godavari,Rajma,127.46
2023-05-01,West Godavari,Lobia,93.81
2023-05-01,West Godavari,Field Pea,73.1
2023-05-01,West Godavari,Moth Bean,107.45
2023-05-01,West Godavari,Cowpea,97.73
2023-05-01,West Godavari,Cluster Bean,105.87
2023-05-01,West Godavari,Rice Bean,99.08
2023-05-01,West Godavari,Winged Bean,118.82
2023-05-01,West Godavari,Hyacinth Bean,109.89
2023-05-01,YSR Kadapa,Toor Dal,134.81
2023-05-01,YSR Kadapa,Moong Dal,122.72
2023-05-01,YSR Kadapa,Urad Dal,114.03
2023-05-01,YSR Kadapa,Chana Dal,89.77
2023-05-01,YSR Kadapa,Masoor Dal,79.83
2023-05-01,YSR Kadapa,Horse Gram,77.38
2023-05-01,YSR Kadapa,Rajma,143.69
2023-05-01,YSR Kadapa,Lobia,99.71
2023-05-01,YSR Kadapa,Field Pea,88.37
2023-05-01,YSR Kadapa,Moth Bean,111.85
2023-05-01,YSR Kadapa,Cowpea,103.56
2023-05-01,YSR Kadapa,Cluster Bean,114.88
2023-05-01,YSR Kadapa,Rice Bean,106.87
2023-05-01,YSR Kadapa,Winged Bean,131.27
2023-05-01,YSR Kadapa,Hyacinth Bean,116.35
2023-05-01,Anakapalli,Toor Dal,131.9
2023-05-01,Anakapalli,Moong Dal,117.96
2023-05-01,Anakapalli,Urad Dal,121.35
2023-05-01,Anakapalli,Chana Dal,93.71
2023-05-01,Anakapalli,Masoor Dal,89.27
2023-05-01,Anakapalli,Horse Gram,72.96
2023-05-01,Anakapalli,Rajma,143.11
2023-05-01,Anakapalli,Lobia,103.72
2023-05-01,Anakapalli,Field Pea,78.52
2023-05-01,Anakapalli,Moth Bean,104.84
2023-05-01,Anakapalli,Cowpea,96.58
2023-05-01,Anakapalli,Cluster Bean,117.23
2023-05-01,Anakapalli,Rice Bean,100.91
2023-05-01,Anakapalli,Winged Bean,137.58
2023-05-01,Anakapalli,Hyacinth Bean,106.93
2023-05-01,Nandyal,Toor Dal,120.77
2023-05-01,Nandyal,Moong Dal,117.67
2023-05-01,Nandyal,Urad Dal,107.96
2023-05-01,Nandyal,Chana Dal,90.55
2023-05-01,Nandyal,Masoor Dal,79.42
2023-05-01,Nandyal,Horse Gram,74.26
2023-05-01,Nandyal,Rajma,137.23
2023-05-01,Nandyal,Lobia,100.94
2023-05-01,Nandyal,Field Pea,83.07
2023-05-01,Nandyal,Moth Bean,110.72
2023-05-01,Nandyal,Cowpea,93.97
2023-05-01,Nandyal,Cluster Bean,110.7
2023-05-01,Nandyal,Rice Bean,106.73
2023-05-01,Nandyal,Winged Bean,130.65
2023-05-01,Nandyal,Hyacinth Bean,103.69
2023-05-01,Bapatla,Toor Dal,110.75
2023-05-01,Bapatla,Moong Dal,109.28
2023-05-01,Bapatla,Urad Dal,105.47
2023-05-01,Bapatla,Chana Dal,83.28
2023-05-01,Bapatla,Masoor Dal,88.23
2023-05-01,Bapatla,Horse Gram,69.46
2023-05-01,Bapatla,Rajma,133.05
2023-05-01,Bapatla,Lobia,95.4
2023-05-01,Bapatla,Field Pea,84.1
2023-05-01,Bapatla,Moth Bean,95.93
2023-05-01,Bapatla,Cowpea,89.58
2023-05-01,Bapatla,Cluster Bean,102.54
2023-05-01,Bapatla,Rice Bean,96.15
2023-05-01,Bapatla,Winged Bean,117.32
2023-05-01,Bapatla,Hyacinth Bean,101.43
2023-05-01,Parvathipuram Manyam,Toor Dal,123.24
2023-05-01,Parvathipuram Manyam,Moong Dal,119.54
2023-05-01,Parvathipuram Manyam,Urad Dal,104.43
2023-05-01,Parvathipuram Manyam,Chana Dal,86.94
2023-05-01,Parvathipuram Manyam,Masoor Dal,84.66
2023-05-01,Parvathipuram Manyam,Horse Gram,75.34
2023-05-01,Parvathipuram Manyam,Rajma,134.49
2023-05-01,Parvathipuram Manyam,Lobia,98.15
2023-05-01,Parvathipuram Manyam,Field Pea,78.86
2023-05-01,Parvathipuram Manyam,Moth Bean,96.69
2023-05-01,Parvathipuram Manyam,Cowpea,91.58
2023-05-01,Parvathipuram Manyam,Cluster Bean,113.57
2023-05-01,Parvathipuram Manyam,Rice Bean,91.34
2023-05-01,Parvathipuram Manyam,Winged Bean,125.24
2023-05-01,Parvathipuram Manyam,Hyacinth Bean,106.34
2023-05-01,Eluru,Toor Dal,133.71
2023-05-01,Eluru,Moong Dal,129.81
2023-05-01,Eluru,Urad Dal,116.42
2023-05-01,Eluru,Chana Dal,86.9
2023-05-01,Eluru,Masoor Dal,93.36
2023-05-01,Eluru,Horse Gram,81.19
2023-05-01,Eluru,Rajma,139.37
2023-05-01,Eluru,Lobia,110.1
2023-05-01,Eluru,Field Pea,89.26
2023-05-01,Eluru,Moth Bean,119.77
2023-05-01,Eluru,Cowpea,102.32
2023-05-01,Eluru,Cluster Bean,114.26
2023-05-01,Eluru,Rice Bean,103.95
2023-05-01,Eluru,Winged Bean,141.45
2023-05-01,Eluru,Hyacinth Bean,118.16
2023-05-01,Palnadu,Toor Dal,129.19
2023-05-01,Palnadu,Moong Dal,116.45
2023-05-01,Palnadu,Urad Dal,116.1
2023-05-01,Palnadu,Chana Dal,86.63
2023-05-01,Palnadu,Masoor Dal,76.95
2023-05-01,Palnadu,Horse Gram,74.84
2023-05-01,Palnadu,Rajma,130.49
2023-05-01,Palnadu,Lobia,89.77
2023-05-01,Palnadu,Field Pea,80.25
2023-05-01,Palnadu,Moth Bean,105.6
2023-05-01,Palnadu,Cowpea,97.94
2023-05-01,Palnadu,Cluster Bean,103.87
2023-05-01,Palnadu,Rice Bean,103.19
2023-05-01,Palnadu,Winged Bean,116.79
2023-05-01,Palnadu,Hyacinth Bean,101.51
2023-05-01,Tirupati,Toor Dal,112.05
2023-05-01,Tirupati,Moong Dal,101.71
2023-05-01,Tirupati,Urad Dal,100.7
2023-05-01,Tirupati,Chana Dal,80.95
2023-05-01,Tirupati,Masoor Dal,81.7
2023-05-01,Tirupati,Horse Gram,66.64
2023-05-01,Tirupati,Rajma,123.1
2023-05-01,Tirupati,Lobia,96.86
2023-05-01,Tirupati,Field Pea,80.61
2023-05-01,Tirupati,Moth Bean,99.5
2023-05-01,Tirupati,Cowpea,84.21
2023-05-01,Tirupati,Cluster Bean,103.6
2023-05-01,Tirupati,Rice Bean,93.17
2023-05-01,Tirupati,Winged Bean,117.64
2023-05-01,Tirupati,Hyacinth Bean,96.17
2023-05-01,NTR,Toor Dal,121.07
2023-05-01,NTR,Moong Dal,104.71
2023-05-01,NTR,Urad Dal,113.86
2023-05-01,NTR,Chana Dal,82.99
2023-05-01,NTR,Masoor Dal,72.16
2023-05-01,NTR,Horse Gram,75.04
2023-05-01,NTR,Rajma,125.36
2023-05-01,NTR,Lobia,98.65
2023-05-01,NTR,Field Pea,77.13
2023-05-01,NTR,Moth Bean,101.06
2023-05-01,NTR,Cowpea,93.28
2023-05-01,NTR,Cluster Bean,96.38
2023-05-01,NTR,Rice Bean,95.68
2023-05-01,NTR,Winged Bean,114.5
2023-05-01,NTR,Hyacinth Bean,103.34
2023-05-01,Konaseema,Toor Dal,112.23
2023-05-01,Konaseema,Moong Dal,116.42
2023-05-01,Konaseema,Urad Dal,110.01
2023-05-01,Konaseema,Chana Dal,81.81
2023-05-01,Konaseema,Masoor Dal,81.08
2023-05-01,Konaseema,Horse Gram,65.24
2023-05-01,Konaseema,Rajma,129.81
2023-05-01,Konaseema,Lobia,102.27
2023-05-01,Konaseema,Field Pea,70.39
2023-05-01,Konaseema,Moth Bean,102.5
2023-05-01,Konaseema,Cowpea,90.51
2023-05-01,Konaseema,Cluster Bean,105.14
2023-05-01,Konaseema,Rice Bean,96.37
2023-05-01,Konaseema,Winged Bean,127.47
2023-05-01,Konaseema,Hyacinth Bean,106.16
2023-05-01,Kakinada,Toor Dal,138.17
2023-05-01,Kakinada,Moong Dal,127.78
2023-05-01,Kakinada,Urad Dal,127.04
2023-05-01,Kakinada,Chana Dal,100.86
2023-05-01,Kakinada,Masoor Dal,91.86
2023-05-01,Kakinada,Horse Gram,76.71
2023-05-01,Kakinada,Rajma,140.43
2023-05-01,Kakinada,Lobia,97.88
2023-05-01,Kakinada,Field Pea,92.12
2023-05-01,Kakinada,Moth Bean,102.82
2023-05-01,Kakinada,Cowpea,105.2
2023-05-01,Kakinada,Cluster Bean,120.79
2023-05-01,Kakinada,Rice Bean,102.9
2023-05-01,Kakinada,Winged Bean,131.14
2023-05-01,Kakinada,Hyacinth Bean,119.03
2023-05-01,Alluri Sitharama Raju,Toor Dal,129.72
2023-05-01,Alluri Sitharama Raju,Moong Dal,126.95
2023-05-01,Alluri Sitharama Raju,Urad Dal,109.65
2023-05-01,Alluri Sitharama Raju,Chana Dal,94.15
2023-05-01,Alluri Sitharama Raju,Masoor Dal,81.94
2023-05-01,Alluri Sitharama Raju,Horse Gram,77.16
2023-05-01,Alluri Sitharama Raju,Rajma,138.74
2023-05-01,Alluri Sitharama Raju,Lobia,104.76
2023-05-01,Alluri Sitharama Raju,Field Pea,77.29
2023-05-01,Alluri Sitharama Raju,Moth Bean,106.14
2023-05-01,Alluri Sitharama Raju,Cowpea,86.68
2023-05-01,Alluri Sitharama Raju,Cluster Bean,106.4
2023-05-01,Alluri Sitharama Raju,Rice Bean,110.5
2023-05-01,Alluri Sitharama Raju,Winged Bean,125.28
2023-05-01,Alluri Sitharama Raju,Hyacinth Bean,113.94
2023-05-01,Sri Sathya Sai,Toor Dal,126.44
2023-05-01,Sri Sathya Sai,Moong Dal,123.37
2023-05-01,Sri Sathya Sai,Urad Dal,115.65
2023-05-01,Sri Sathya Sai,Chana Dal,96.36
2023-05-01,Sri Sathya Sai,Masoor Dal,84.53
2023-05-01,Sri Sathya Sai,Horse Gram,84.03
2023-05-01,Sri Sathya Sai,Rajma,140.68
2023-05-01,Sri Sathya Sai,Lobia,106.87
2023-05-01,Sri Sathya Sai,Field Pea,86.98
2023-05-01,Sri Sathya Sai,Moth Bean,111.86
2023-05-01,Sri Sathya Sai,Cowpea,104.67
2023-05-01,Sri Sathya Sai,Cluster Bean,118.4
2023-05-01,Sri Sathya Sai,Rice Bean,108.4
2023-05-01,Sri Sathya Sai,Winged Bean,128.4
2023-05-01,Sri Sathya Sai,Hyacinth Bean,106.35
2023-05-01,Annamayya,Toor Dal,134.41
2023-05-01,Annamayya,Moong Dal,126.47
2023-05-01,Annamayya,Urad Dal,120.23
2023-05-01,Annamayya,Chana Dal,99.14
2023-05-01,Annamayya,Masoor Dal,93.76
2023-05-01,Annamayya,Horse Gram,85.23
2023-05-01,Annamayya,Rajma,129.13
2023-05-01,Annamayya,Lobia,106.19
2023-05-01,Annamayya,Field Pea,83.62
2023-05-01,Annamayya,Moth Bean,117.26
2023-05-01,Annamayya,Cowpea,90.75
2023-05-01,Annamayya,Cluster Bean,111.71
2023-05-01,Annamayya,Rice Bean,103.97
2023-05-01,Annamayya,Winged Bean,131.21
2023-05-01,Annamayya,Hyacinth Bean,105.96
2023-06-01,Anantapur,Toor Dal,132.64
2023-06-01,Anantapur,Moong Dal,123.45
2023-06-01,Anantapur,Urad Dal,116.66
2023-06-01,Anantapur,Chana Dal,92.32
2023-06-01,Anantapur,Masoor Dal,92.07
2023-06-01,Anantapur,Horse Gram,75.32
2023-06-01,Anantapur,Rajma,139.59
2023-06-01,Anantapur,Lobia,106.53
2023-06-01,Anantapur,Field Pea,90.35
2023-06-01,Anantapur,Moth Bean,112.3
2023-06-01,Anantapur,Cowpea,94.89
2023-06-01,Anantapur,Cluster Bean,114.01
2023-06-01,Anantapur,Rice Bean,101.69
2023-06-01,Anantapur,Winged Bean,131.31
2023-06-01,Anantapur,Hyacinth Bean,107.34
2023-06-01,Chittoor,Toor Dal,122.01
2023-06-01,Chittoor,Moong Dal,112.08
2023-06-01,Chittoor,Urad Dal,114.24
2023-06-01,Chittoor,Chana Dal,86.02
2023-06-01,Chittoor,Masoor Dal,91.64
2023-06-01,Chittoor,Horse Gram,74.91
2023-06-01,Chittoor,Rajma,124.78
2023-06-01,Chittoor,Lobia,101.28
2023-06-01,Chittoor,Field Pea,81.76
2023-06-01,Chittoor,Moth Bean,101.13
2023-06-01,Chittoor,Cowpea,94.9
2023-06-01,Chittoor,Cluster Bean,105.85
2023-06-01,Chittoor,Rice Bean,99.8
2023-06-01,Chittoor,Winged Bean,123.14
2023-06-01,Chittoor,Hyacinth Bean,106.87
2023-06-01,East Godavari,Toor Dal,123.32
2023-06-01,East Godavari,Moong Dal,106.7
2023-06-01,East Godavari,Urad Dal,111.13
2023-06-01,East Godavari,Chana Dal,81.36
2023-06-01,East Godavari,Masoor Dal,83.48
2023-06-01,East Godavari,Horse Gram,65.46
2023-06-01,East Godavari,Rajma,121.12
